box_12a_code	box_12b_code	box_12c_code	box_12d_code	box_15_1_state	box_15_2_state	box_1_wages	box_3_social_security_wages	box_4_social_security_tax_withheld	box_5_medicare_wages	box_6_medicare_wages_tax_withheld	box_7_social_security_tips	box_8_allocated_tips	box_10_dependent_care_benefits	box_11_nonqualified_plans	box_12a_value	box_12b_value	box_12c_value	box_12d_value	box_13_statutary_employee	box_13_retirement_plan	box_13_third_part_sick_pay	box_16_1_state_wages	box_17_1_state_income_tax	box_18_1_local_wages	box_19_1_local_income_tax	box_16_2_state_wages	box_17_2_state_income_tax	box_18_2_local_wages	box_19_2_local_income_tax	box_2_federal_tax_withheld	anomaly_consensus	cluster	box_15_1_state
None	None	None	D	OR	MD	180380.71	198726.59	15202.58	158809.32	4605.47	198726.59	158809.32	106	257	5361	976	133	461	1	0	0	82890.04	11032.8	177833.51	32533.56	93220.45	8164.27	232801.84	23554.76	55223.01	False	3	OR
E	D	G	None	AZ	PA	143384.63	144537.15	11057.09	167069.68	4845.02	144537.15	167069.68	233	151	3177	801	467	306	0	1	0	75952.8	6916.03	181886.9	21905.75	76569.01	7526.99	123612.24	14701.77	30772.69	False	4	AZ
None	D	G	H	MI	IA	66013.18	60814.71	4652.33	46700.66	1354.32	60814.71	46700.66	223	105	1253	176	107	698	0	1	1	35138.8	2545.87	56959.95	13036.47	32505.45	3155.03	74131.62	10931.07	24133.79	False	1	MI
None	None	None	G	TN	RI	195772.69	167329.83	12800.73	191005.69	5539.17	167329.83	191005.69	231	278	8279	416	641	909	0	0	0	90087.49	7669.42	170881.07	27252.95	105428.95	5495.61	145548.37	21894.64	71366.0	False	4	TN
None	None	H	None	ME	ND	129445.51	159317.79	12187.81	139898.21	4057.05	159317.79	139898.21	110	274	3183	787	349	576	1	1	1	63839.75	3892.07	146934.56	13082.83	69106.98	3077.32	128426.67	21851.37	28160.67	False	4	ME
None	E	E	H	ME	MS	43672.77	34273.85	2621.95	50269.44	1457.81	34273.85	50269.44	177	240	6408	132	159	452	1	0	0	20360.64	1125.4	55953.17	5410.06	20336.37	964.57	36137.93	7827.31	15863.28	False	1	ME
None	None	H	None	MS	NY	146553.61	103663.4	7930.25	121798.7	3532.16	103663.4	121798.7	182	150	9935	863	577	194	0	0	0	69193.28	5598.31	131768.66	27626.24	71128.6	7242.67	106823.54	17095.36	43013.91	False	4	MS
E	None	G	P	ND	NM	228530.49	277602.22	21236.57	206540.74	5989.68	277602.22	206540.74	122	227	4720	752	903	369	1	0	1	114161.83	5384.93	211555.83	24842.91	113633.58	6288.56	267937.66	34646.63	28996.67	True	3	ND
E	None	None	D	MA	WV	140622.65	128817.79	9854.56	171666.5	4978.33	128817.79	171666.5	122	277	3936	487	154	633	0	0	0	72082.28	5579.24	180988.77	18524.41	76102.25	3837.82	98987.05	17588.16	25206.0	False	4	MA
G	E	D	H	AK	TX	122521.3	113895.51	8713.01	107831.65	3127.12	113895.51	107831.65	174	168	2855	508	610	930	1	0	0	59682.61	3672.92	117841.38	22774.79	58619.87	4564.77	97277.3	14083.41	21041.12	False	4	AK
None	P	E	H	RI	IL	224720.92	264500.84	20234.31	232332.17	6737.63	264500.84	232332.17	163	242	5065	534	137	458	0	1	1	113117.4	9605.33	212486.18	34594.19	115188.45	8385.78	226182.34	25449.66	43581.61	False	3	RI
None	D	H	G	SC	VA	136859.55	144793.81	11076.73	136497.29	3958.42	144793.81	136497.29	263	209	5354	575	833	229	0	0	1	64550.44	4061.22	162677.32	22359.44	68215.41	4406.45	141305.6	20014.29	17740.11	False	0	SC
P	None	None	H	PA	DC	44487.27	49662.85	3799.21	31202.65	904.88	49662.85	31202.65	163	210	9934	830	469	146	1	0	1	21867.53	1521.4	46973.52	8824.98	21509.49	1497.81	48731.0	7401.34	8900.86	False	1	PA
P	G	D	G	LA	ME	121467.34	104827.27	8019.29	148462.86	4305.42	104827.27	148462.86	224	270	8394	271	620	132	1	1	0	62323.51	2867.53	106530.18	16684.97	58819.87	3832.86	99146.94	12690.74	43273.96	False	4	LA
None	P	None	E	MS	NV	105551.22	129717.07	9923.36	74440.99	2158.79	129717.07	74440.99	291	286	8679	968	119	203	0	0	0	48438.84	3450.36	107782.02	12692.5	55073.64	3338.11	136589.24	15166.16	34227.11	False	1	MS
G	None	P	None	VA	NJ	53212.65	40105.42	3068.06	43044.59	1248.29	40105.42	43044.59	130	107	8973	223	293	161	0	1	0	25364.17	1797.71	58641.03	5375.04	27722.51	1752.03	41971.4	6762.21	10568.32	False	1	VA
G	None	E	D	GA	MN	43904.69	53684.46	4106.86	40427.92	1172.41	53684.46	40427.92	224	151	7385	126	674	934	1	1	0	19993.22	1954.86	45507.91	6149.35	21302.69	2079.26	50420.5	6005.48	16037.48	False	1	GA
P	P	D	H	AL	TX	74888.63	80357.91	6147.38	56202.28	1629.87	80357.91	56202.28	172	251	3389	651	728	982	0	0	1	36258.19	2898.95	71758.07	9391.78	33949.18	2225.5	80534.39	14698.11	22776.88	False	1	AL
G	P	None	H	SD	CA	175240.42	127500.82	9753.81	174103.83	5049.01	127500.82	174103.83	242	178	3891	298	451	807	0	0	1	85315.91	4706.78	138415.11	18163.08	92413.52	6432.87	194931.89	29062.72	57331.27	False	4	SD
None	G	E	P	NE	ID	244659.73	231245.97	17690.32	262710.0	7618.59	231245.97	262710.0	239	110	7458	617	280	228	0	1	0	132764.93	14086.56	304626.14	25085.05	124093.48	10993.86	201976.93	42352.39	67315.27	True	3	NE
H	E	P	None	VT	OH	95200.83	82147.61	6284.29	76113.32	2207.29	82147.61	76113.32	191	232	2025	144	848	154	0	0	0	49720.63	3598.47	86137.61	14795.1	46172.55	3506.51	73718.92	16313.21	24074.51	False	1	VT
G	None	D	None	AR	MD	171596.07	144224.65	11033.19	141845.03	4113.51	144224.65	141845.03	113	109	4599	263	452	668	0	1	0	92631.02	4482.0	160363.52	29984.41	79315.19	5002.01	207792.61	19369.12	33833.95	False	4	AR
None	H	None	G	CA	WY	237673.97	220889.23	16898.03	215108.91	6238.16	220889.23	215108.91	155	231	6875	805	781	642	0	0	0	124849.38	6565.71	217270.75	42918.44	127282.43	8894.67	239021.97	38027.0	74724.88	False	5	CA
D	H	None	H	AZ	AL	83791.11	87427.46	6688.2	66454.34	1927.18	87427.46	66454.34	191	217	9227	539	727	438	0	0	0	39602.51	3345.78	82320.14	14467.39	44495.82	5316.65	91468.42	8723.94	24023.15	False	1	AZ
D	None	G	E	NE	UT	91792.0	110009.5	8415.73	79604.58	2308.53	110009.5	79604.58	257	218	2398	116	512	113	1	0	0	43703.65	4346.14	84980.78	13476.46	48616.2	4211.2	82517.79	18109.98	24659.64	False	1	NE
None	D	E	H	FL	DC	207662.78	208390.37	15941.86	210040.17	6091.16	208390.37	210040.17	300	257	5046	183	212	174	0	0	0	93857.17	3711.43	194118.01	27062.39	108232.0	4578.46	268765.77	30894.34	39637.29	False	5	FL
G	G	E	G	CA	KS	52827.7	63547.04	4861.35	63327.74	1836.5	63547.04	63327.74	258	297	9475	772	624	656	0	0	1	23847.48	2213.57	38590.15	9409.8	28758.19	2558.92	54534.1	10180.54	13152.23	False	1	CA
H	E	H	D	WI	CT	142888.66	147774.34	11304.74	119158.22	3455.59	147774.34	119158.22	280	192	2985	300	882	701	0	1	0	77154.0	2480.79	131229.37	15471.43	72073.75	3462.12	149672.98	20345.92	22443.25	False	4	WI
G	None	G	None	WA	VT	149371.31	158707.25	12141.1	182648.32	5296.8	158707.25	182648.32	132	252	2069	287	856	167	1	1	0	81400.68	7391.68	120898.95	19193.74	69983.47	6287.83	139517.75	28812.64	38799.8	False	4	WA
None	D	None	P	NV	LA	60096.07	57286.44	4382.41	55941.77	1622.31	57286.44	55941.77	268	198	5517	605	854	630	1	0	0	29218.3	2136.23	51843.99	11147.37	30992.6	3013.93	64972.32	7920.57	8879.02	False	1	NV
None	None	None	H	WA	TX	245905.51	202968.51	15527.09	262961.66	7625.89	202968.51	262961.66	139	129	7076	146	805	879	1	0	0	125681.79	11203.07	242958.18	34311.14	134518.25	13917.31	291386.16	43947.24	58759.73	False	3	WA
G	None	D	D	VT	MD	66746.15	63348.13	4846.13	84998.46	2464.96	63348.13	84998.46	284	120	1046	496	659	222	0	0	0	36094.84	2086.27	67988.92	7710.55	33498.45	1826.36	67375.28	10007.88	10298.44	False	1	VT
E	D	None	None	OH	TX	107904.92	116900.55	8942.89	119231.16	3457.7	116900.55	119231.16	148	265	4211	541	348	802	1	1	1	51815.59	4021.78	78768.12	18561.66	51415.55	4092.59	124434.02	17346.57	31835.4	False	4	OH
None	None	None	E	NE	VA	218047.36	235302.82	18000.67	216617.99	6281.92	235302.82	216617.99	189	166	9123	174	879	663	1	0	0	102131.31	7937.81	281420.8	35425.32	98176.62	6972.58	161557.77	36465.37	50534.68	False	3	NE
None	None	G	P	NJ	ID	82382.67	60751.0	4647.45	63599.01	1844.37	60751.0	63599.01	164	149	4719	592	864	620	0	0	0	43856.86	2874.1	59964.73	14087.97	39985.79	2999.07	94001.68	11073.98	17316.14	False	1	NJ
D	None	D	H	MS	AL	87376.93	102626.66	7850.94	93313.81	2706.1	102626.66	93313.81	195	226	5482	648	706	850	0	1	0	46007.54	3414.8	93107.18	13141.36	47457.49	5626.1	85590.54	11880.57	30506.24	False	1	MS
P	P	None	None	FL	PA	88135.27	105283.54	8054.19	68192.62	1977.59	105283.54	68192.62	203	175	7433	694	545	776	0	0	0	43339.68	4703.61	98545.97	16792.71	47740.8	4673.87	83298.81	9379.14	18215.92	False	1	FL
D	None	G	None	MD	VA	214658.6	266361.15	20376.63	270218.9	7836.35	266361.15	270218.9	265	273	2736	289	599	402	0	0	0	97399.95	10025.03	210622.35	35546.11	117501.47	8026.88	207571.7	24104.25	29877.77	False	3	MD
G	P	G	None	CT	IN	51055.64	40726.69	3115.59	55683.13	1614.81	40726.69	55683.13	159	136	4320	980	229	207	1	0	0	23276.83	2366.62	36995.77	5857.28	27719.27	1750.73	37873.18	8880.43	7018.01	False	1	CT
None	G	H	E	MD	TX	186371.98	206431.16	15791.98	206370.33	5984.74	206431.16	206370.33	237	124	7281	143	652	710	1	0	1	100359.97	5151.21	207891.39	26004.34	89535.18	6725.56	175065.75	28932.76	33049.31	False	3	MD
None	P	D	None	SC	OR	245127.79	217897.19	16669.14	295349.49	8565.14	217897.19	295349.49	141	128	7313	355	980	985	0	0	0	118981.3	9314.61	205569.05	45865.76	123709.27	14281.41	297070.68	33799.42	34523.02	True	5	SC
H	G	D	None	NH	PA	105915.99	115860.55	8863.33	121360.06	3519.44	115860.55	121360.06	109	205	1964	593	724	512	0	0	0	48072.84	3958.95	118272.42	12430.49	57945.14	3876.42	128988.91	21024.76	37336.82	False	1	NH
G	None	P	None	LA	ID	204590.7	261626.8	20014.45	217226.78	6299.58	261626.8	217226.78	177	216	5982	597	381	946	0	0	0	101549.46	9795.97	144076.76	23633.51	110873.81	7460.07	244911.82	20536.51	31034.82	False	3	LA
E	None	E	None	PA	RI	190922.81	144153.14	11027.72	189669.71	5500.42	144153.14	189669.71	206	114	1266	977	178	457	0	0	0	100192.97	5870.75	166964.29	32327.34	88687.0	4215.01	144151.57	26124.3	30585.73	False	4	PA
G	None	None	P	OK	MN	211739.62	174285.83	13332.87	214418.53	6218.14	174285.83	214418.53	183	104	6742	303	421	822	1	0	0	102808.17	7000.45	263935.21	36942.63	99231.05	6657.78	204610.78	35395.57	32674.64	False	3	OK
P	D	None	None	VT	WV	135905.73	110799.84	8476.19	107411.6	3114.94	110799.84	107411.6	288	125	7288	642	985	305	0	0	0	65022.49	4605.02	143189.23	19935.39	73141.9	3714.53	123497.08	17867.98	38637.8	False	4	VT
None	P	E	G	WI	MS	130115.04	162362.48	12420.73	134954.38	3913.68	162362.48	134954.38	233	294	2854	446	313	875	0	0	0	63046.0	5555.02	151352.72	16063.71	64533.71	4577.36	156487.4	18187.85	40932.9	False	4	WI
E	P	G	G	WV	WV	62256.82	57902.32	4429.53	54290.14	1574.41	57902.32	54290.14	102	215	7080	947	447	364	0	0	0	30355.0	2677.95	70109.4	11335.3	33723.17	2518.01	55570.59	7978.3	22370.8	False	1	WV
D	E	None	P	SD	UT	194947.44	216224.18	16541.15	172530.5	5003.38	216224.18	172530.5	231	190	7616	397	738	834	0	0	0	88074.26	7600.78	203415.54	21746.18	104728.77	8670.98	197955.82	35660.9	56345.18	False	3	SD
P	None	None	None	MA	LA	177507.23	165315.56	12646.64	222243.34	6445.06	165315.56	222243.34	253	132	4909	722	574	582	0	1	0	93286.61	9906.52	228800.78	20668.33	93221.06	8479.68	226377.63	27731.61	35861.55	False	3	MA
None	None	None	D	MT	NE	133588.26	99024.77	7575.39	149548.77	4336.91	99024.77	149548.77	203	228	5997	621	779	824	1	0	0	70614.68	3301.73	104042.79	23018.18	72320.2	2897.87	164542.79	20491.41	13806.38	False	4	MT
None	P	G	P	NM	UT	50083.23	63222.82	4836.55	37796.34	1096.09	63222.82	37796.34	158	297	7156	667	779	824	1	0	0	25443.72	1239.95	42817.58	6254.09	23649.33	1423.14	60903.1	6840.77	15175.89	False	1	NM
None	H	G	E	VT	SC	87308.27	74899.39	5729.8	85575.68	2481.69	74899.39	85575.68	208	284	2858	469	395	881	1	0	0	39542.61	1841.29	95216.98	11008.42	45153.69	1763.07	73538.13	14997.61	25068.49	False	1	VT
None	G	P	H	NE	OK	69045.13	79360.21	6071.06	73990.67	2145.73	79360.21	73990.67	185	143	2070	739	443	886	1	0	0	32248.36	3979.01	76028.79	12608.35	36994.76	3728.83	71629.55	10885.81	16601.5	False	1	NE
E	G	P	P	AL	MD	190691.6	174277.62	13332.24	187711.53	5443.63	174277.62	187711.53	292	247	6550	554	152	871	0	0	1	103703.83	12023.53	181795.05	35461.76	97084.56	8818.48	192774.21	32813.73	46141.83	False	3	AL
P	E	E	None	MI	WI	67962.92	64938.74	4967.81	51792.11	1501.97	64938.74	51792.11	171	275	2717	229	567	382	0	0	1	35275.82	3966.16	69047.51	8598.57	32728.05	2760.19	68131.11	13186.85	17837.38	False	1	MI
P	E	None	None	GA	GA	125242.5	102972.18	7877.37	150174.99	4355.07	102972.18	150174.99	265	103	5353	661	936	225	0	0	0	57973.92	2894.34	136982.05	22164.33	67055.86	3018.28	121327.22	20529.15	24860.66	False	4	GA
H	D	E	None	OK	CA	103180.38	107926.4	8256.37	104070.28	3018.04	107926.4	104070.28	267	242	6468	898	902	827	1	0	0	48834.9	2525.57	75413.8	11612.35	53169.51	2051.02	118656.38	14600.6	17731.96	False	1	OK
E	E	D	P	OR	SD	140535.36	148912.52	11391.81	160213.72	4646.2	148912.52	160213.72	284	216	3637	448	566	427	0	0	0	71583.87	9610.73	116833.55	15431.23	71812.5	9614.83	142921.05	27180.41	46975.69	False	2	OR
D	G	None	None	IA	KS	53969.36	55530.59	4248.09	56983.1	1652.51	55530.59	56983.1	116	250	7029	497	100	838	0	1	0	28732.48	1210.57	60544.41	8744.84	27938.79	1031.74	46114.69	10011.98	16065.85	False	1	IA
E	E	E	H	VT	AZ	58358.85	48829.63	3735.47	65031.66	1885.92	48829.63	65031.66	176	253	8918	791	118	195	0	0	0	31381.76	1989.93	71718.33	10488.98	29968.97	2376.49	70672.84	8475.49	8320.32	False	1	VT
H	None	None	P	OH	MS	165770.11	157896.85	12079.11	160380.43	4651.03	157896.85	160380.43	107	116	8810	802	701	930	0	0	0	85987.3	3934.6	132432.26	22722.13	79754.87	3662.53	144743.6	19478.29	59396.43	False	4	OH
None	None	E	P	CA	MN	215334.32	211223.59	16158.6	154635.01	4484.42	211223.59	154635.01	157	279	5499	364	288	643	0	0	0	109223.31	12700.95	277603.03	25177.99	109371.93	11422.85	215966.07	24961.03	29318.86	False	5	CA
E	None	D	None	NJ	KY	109042.58	90046.58	6888.56	122943.13	3565.35	90046.58	122943.13	216	257	7373	479	763	467	1	0	1	51144.23	4782.59	100664.35	11447.97	59608.27	4774.8	87642.0	19625.63	13395.59	False	4	NJ
P	H	H	H	NC	MI	221339.76	245310.96	18766.29	283161.9	8211.7	245310.96	283161.9	299	229	3634	489	993	249	1	0	0	104137.69	11305.45	240181.09	33465.27	102356.86	11108.4	277860.31	24222.19	57757.74	False	3	NC
E	None	H	None	NE	KS	51399.15	48101.14	3679.74	66025.55	1914.74	48101.14	66025.55	123	291	9575	910	612	920	0	1	0	24268.81	864.41	61878.15	8268.09	24134.56	952.62	43945.3	7915.79	18720.03	False	1	NE
P	P	D	D	TN	WY	221270.79	189526.56	14498.78	180386.54	5231.21	189526.56	180386.54	272	279	7079	666	981	827	0	1	0	113060.9	9842.44	269192.15	26297.97	120227.35	11525.67	230693.07	31156.47	74951.67	True	3	TN
G	G	G	P	OH	DE	226683.19	221428.17	16939.26	250396.45	7261.5	221428.17	250396.45	147	179	1718	971	656	815	0	0	0	121887.68	9288.54	277537.84	30606.79	117987.26	9498.17	266683.81	41469.49	78380.7	True	3	OH
None	None	D	None	MS	WV	155570.86	167153.22	12787.22	163961.5	4754.88	167153.22	163961.5	192	147	3283	279	547	278	0	0	0	84858.72	3869.19	155759.01	24155.31	80386.02	5760.19	183793.82	21217.86	31458.66	False	4	MS
D	G	H	None	MN	AK	131885.77	171170.43	13094.54	130511.06	3784.82	171170.43	130511.06	111	187	7889	682	110	632	0	0	0	67905.51	5998.24	143755.22	20984.1	60286.32	7073.08	168549.11	13949.74	19862.78	False	2	MN
None	None	None	D	LA	WY	226808.76	280110.36	21428.44	276997.03	8032.91	280110.36	276997.03	142	159	2561	484	494	147	0	1	0	103238.22	11525.68	168448.95	36501.78	102958.57	13514.85	265032.88	28995.16	23849.91	True	3	LA
None	H	H	G	SC	VA	215831.11	161242.1	12335.02	200936.76	5827.17	161242.1	200936.76	296	229	4858	947	431	979	0	1	0	105728.32	10486.46	211639.44	40953.48	106414.58	11501.89	153999.66	37821.01	52019.34	False	0	SC
None	H	P	None	OH	SC	45485.87	53679.86	4106.51	38723.14	1122.97	53679.86	38723.14	282	112	5859	355	727	819	0	1	1	21444.83	1007.87	40943.31	5062.5	22202.29	971.93	31952.84	7372.76	8755.98	False	1	OH
None	None	E	None	UT	NE	104341.86	123095.38	9416.8	97353.63	2823.26	123095.38	97353.63	119	102	3403	904	772	639	0	0	0	52819.35	6086.35	102392.72	20255.14	47652.36	4221.86	81691.96	19191.4	20708.24	False	4	UT
D	None	G	H	VT	LA	242534.88	313153.32	23956.23	171299.41	4967.68	313153.32	171299.41	199	198	1916	313	273	210	1	1	0	132029.75	11153.73	253310.0	43468.6	124456.8	11692.86	203632.36	38256.08	35835.53	True	3	VT
E	P	P	D	FL	UT	207459.27	217124.55	16610.03	204428.93	5928.44	217124.55	204428.93	187	117	3707	944	657	566	0	0	0	96096.29	3432.82	227841.88	34196.33	93844.22	4957.99	258205.18	38154.5	47367.94	False	5	FL
P	None	G	None	NY	PA	165319.52	139481.54	10670.34	165521.76	4800.13	139481.54	165521.76	191	166	5580	956	897	519	0	0	1	80811.55	10373.72	198117.37	26686.3	90840.51	8485.18	171534.21	27123.57	52819.94	False	5	NY
G	None	H	D	HI	PA	228800.73	263877.18	20186.6	209809.63	6084.48	263877.18	209809.63	264	155	4582	552	304	294	1	1	1	122749.22	7798.63	208667.65	42432.66	107999.51	5683.52	188739.17	39917.77	25677.98	False	5	HI
H	None	D	D	CO	AK	249708.8	272537.34	20849.11	229153.0	6645.44	272537.34	229153.0	238	250	3430	678	499	225	0	1	0	115991.84	4446.46	304324.58	32677.44	117216.81	6790.68	254255.05	37729.06	75237.34	False	3	CO
None	G	None	H	WA	OK	64621.2	53690.26	4107.3	46795.34	1357.06	53690.26	46795.34	270	207	4653	908	349	796	0	0	0	31241.15	3395.01	63802.37	11659.75	34256.26	3365.29	62722.37	8829.84	11008.56	False	1	WA
D	E	None	H	AR	AL	232329.33	227488.46	17402.87	296144.77	8588.2	227488.46	296144.77	159	251	2660	518	459	996	0	0	0	105505.16	6078.72	235242.55	34961.07	107003.68	5353.62	179538.49	41564.0	37207.36	False	3	AR
D	D	None	H	TX	WA	210274.31	225032.38	17214.98	191794.37	5562.04	225032.38	191794.37	239	226	9734	711	812	847	0	0	0	99503.19	5189.05	254769.89	36894.77	97674.79	6423.55	175432.92	32823.61	32848.06	False	3	TX
None	None	None	None	NM	NV	212073.42	222369.94	17011.3	268578.36	7788.77	222369.94	268578.36	138	231	2463	920	627	596	0	0	0	108722.68	5278.84	236300.67	24862.25	109304.11	7148.86	194109.95	34551.76	69889.52	False	3	NM
None	None	None	H	CO	ND	93663.22	117655.86	9000.67	80907.46	2346.32	117655.86	80907.46	194	164	7239	735	195	859	0	0	0	46911.15	2758.11	116693.1	18532.14	47682.35	2364.99	89862.33	18040.82	25278.91	False	1	CO
G	E	None	None	CA	NE	193304.56	245586.78	18787.39	161242.77	4676.04	245586.78	161242.77	177	110	7407	572	770	875	0	0	0	105057.33	5012.16	165383.1	22770.32	87639.91	6375.07	206096.29	25894.47	29005.54	False	5	CA
D	E	None	H	AL	MN	145518.41	128763.85	9850.43	106451.9	3087.11	128763.85	106451.9	149	196	4639	561	466	573	0	0	1	65715.91	3967.63	112603.57	26573.81	67265.98	2872.84	108355.41	16383.0	52112.63	False	4	AL
None	H	P	None	SC	OH	226519.16	257906.8	19729.87	252675.81	7327.6	257906.8	252675.81	209	264	1753	336	569	133	0	0	0	113504.19	9063.21	211526.44	43539.54	102719.25	7265.47	175596.41	45279.97	53612.73	False	0	SC
None	None	None	None	IA	CT	111846.62	134252.29	10270.3	134009.77	3886.28	134252.29	134009.77	263	295	7936	134	813	542	0	0	1	53106.48	3722.34	88240.63	13797.07	60728.36	3553.74	141087.62	19440.27	39125.13	False	4	IA
None	H	G	H	KY	MT	48350.89	51334.06	3927.06	36722.87	1064.96	51334.06	36722.87	145	221	8346	882	183	365	1	0	0	23896.02	1271.54	62218.86	8780.97	25931.01	1831.18	40000.1	6549.8	14121.43	False	1	KY
None	None	H	None	CO	PA	162156.9	135128.44	10337.33	146945.26	4261.41	135128.44	146945.26	100	121	8075	352	441	430	1	0	0	79900.04	6529.35	179706.18	19241.89	75204.15	6853.0	177703.32	16346.5	56373.63	False	4	CO
D	None	P	P	AR	AR	66367.71	61741.96	4723.26	47858.92	1387.91	61741.96	47858.92	123	172	2597	955	869	541	0	0	0	33728.73	3607.89	79236.58	8050.12	32948.14	2694.45	66090.82	11035.49	24271.08	False	1	AR
P	None	None	P	NV	AZ	191668.39	185726.7	14208.09	144672.18	4195.49	185726.7	144672.18	296	190	2688	804	570	518	0	0	0	91651.48	10419.03	148173.6	22487.75	105294.36	9078.29	179485.21	38128.71	38750.91	False	3	NV
H	P	None	P	RI	OH	68807.02	76055.45	5818.24	70521.07	2045.11	76055.45	70521.07	169	284	9493	752	731	466	0	0	0	32413.77	1432.78	68838.24	10732.89	36981.2	2065.12	49370.85	7650.7	7784.97	False	1	RI
P	G	P	H	MI	MT	159319.15	158717.86	12141.92	144417.11	4188.1	158717.86	144417.11	207	225	2810	504	850	592	0	0	0	76565.43	4421.49	186647.88	16652.07	85740.07	6858.19	140599.56	28128.9	23143.47	False	0	MI
P	H	P	None	MN	AL	247930.13	230465.78	17630.63	175623.07	5093.07	230465.78	175623.07	196	248	2488	290	669	123	0	0	0	116394.64	6112.46	232342.83	40063.03	134867.56	6885.4	247344.12	40721.92	41108.98	False	3	MN
H	None	None	P	NJ	IN	92741.81	108727.99	8317.69	86896.64	2520.0	108727.99	86896.64	176	185	1850	536	606	362	1	0	1	44197.64	3316.3	84409.92	16944.44	43837.43	3801.86	88123.04	9878.79	14386.58	False	1	NJ
G	E	None	P	AK	OR	183825.16	193689.23	14817.23	155436.15	4507.65	193689.23	155436.15	194	192	1240	126	956	281	0	1	0	97889.45	4090.47	222885.56	30105.98	87481.24	3851.34	198300.43	25850.16	44393.16	False	5	AK
None	E	E	E	OK	UT	120851.94	152722.01	11683.23	156713.54	4544.69	152722.01	156713.54	231	222	8193	608	660	754	0	0	1	55080.24	6311.29	146815.94	18543.81	58537.22	7715.8	131537.78	16293.31	21475.75	False	4	OK
None	E	None	D	MO	SC	165884.3	177557.52	13583.15	162760.21	4720.05	177557.52	162760.21	277	227	5126	769	652	971	0	0	0	76029.33	7861.65	153938.17	25322.41	85306.49	9640.15	119864.94	17708.43	40685.49	False	5	MO
None	None	D	D	NH	AL	67447.69	75304.62	5760.8	84490.08	2450.21	75304.62	84490.08	226	167	9200	749	913	256	0	0	0	35099.97	3193.93	67256.6	7059.26	36438.32	3433.81	48838.86	9536.59	19644.92	False	1	NH
None	H	E	E	MN	LA	180068.99	153302.54	11727.64	143141.19	4151.09	153302.54	143141.19	103	143	6433	518	882	969	1	0	0	88919.3	6793.46	130188.11	22929.66	85021.21	6398.61	200154.43	31863.91	42593.63	False	2	MN
D	G	E	None	HI	NJ	57784.26	46436.36	3552.38	69552.29	2017.02	46436.36	69552.29	229	285	5266	822	300	622	1	0	1	30759.59	1825.83	65267.31	10999.43	28799.56	1746.69	58928.43	7555.94	8551.39	False	1	HI
None	None	None	H	MD	NV	87996.47	84256.56	6445.63	107089.83	3105.61	84256.56	107089.83	114	250	2971	432	272	725	0	1	1	44083.22	2440.63	88227.95	9077.09	41923.82	2614.43	72800.51	11185.73	21112.84	False	1	MD
H	P	G	None	MO	DE	49478.03	44393.93	3396.14	59133.41	1714.87	44393.93	59133.41	287	124	5782	801	634	394	0	0	1	25238.87	1962.96	58358.48	6933.67	23021.44	3176.34	62605.72	6247.67	12110.06	False	1	MO
None	P	None	H	NE	TN	119454.16	128390.04	9821.84	106236.3	3080.85	128390.04	106236.3	212	242	9190	910	538	517	0	0	0	58405.07	3533.25	100860.27	13280.87	60980.31	4144.75	132293.69	20155.91	19044.2	False	4	NE
P	G	None	G	IL	SD	200934.64	239146.52	18294.71	192339.39	5577.84	239146.52	192339.39	190	293	8326	719	626	529	1	0	0	109894.82	10485.88	190830.79	39418.33	100592.34	13281.91	168017.47	23821.83	24528.84	True	3	IL
H	None	None	None	NV	FL	51684.46	65206.94	4988.33	45747.67	1326.68	65206.94	45747.67	211	255	4232	461	113	450	0	0	0	26084.16	1629.09	39168.09	8365.34	23719.5	1387.07	46533.39	8220.9	18757.04	False	1	NV
P	D	E	None	MS	NJ	220906.03	187022.59	14307.23	217931.75	6320.02	187022.59	217931.75	295	289	2993	909	442	409	0	0	0	109541.21	6526.51	189613.14	27547.27	121373.63	7214.05	162268.31	28225.86	34722.73	False	5	MS
P	None	G	E	TX	ND	53233.01	52058.93	3982.51	58977.12	1710.34	52058.93	58977.12	170	215	8508	145	491	945	0	0	1	24744.91	2148.69	37934.5	9670.66	24422.8	1516.13	67502.21	6027.38	15663.21	False	1	TX
P	E	G	G	OK	PA	206299.98	187938.57	14377.3	233955.73	6784.72	187938.57	233955.73	239	217	9666	836	795	529	0	1	0	94035.3	4951.45	150072.6	22807.06	108819.57	5405.12	205735.83	27962.82	71377.83	True	3	OK
D	None	E	None	CO	MS	132642.11	155048.39	11861.2	93268.15	2704.78	155048.39	93268.15	250	105	3314	618	713	734	0	0	0	71401.47	3317.49	118866.13	15545.01	70058.0	4349.19	112408.94	24960.48	18748.32	False	4	CO
P	None	D	None	WY	DE	77332.41	75673.68	5789.04	56734.77	1645.31	75673.68	56734.77	123	127	4307	580	614	887	0	1	1	38622.01	3902.55	82061.4	15318.35	39974.64	3364.99	85974.83	13790.27	24485.34	False	1	WY
None	E	E	None	WV	KY	130685.62	162809.28	12454.91	112557.67	3264.17	162809.28	112557.67	117	170	7817	312	105	600	1	0	0	65517.6	6384.66	141669.76	21545.2	63939.4	8401.07	166051.53	17646.03	15887.4	False	4	WV
